url,has_https,has_http,has_ftp,has_www,has_ip,url_length,largo_host,longitud_palabra_mas_corta,ratio_digitos_url,ratio_digitos_host,repeated_chars,space_count,num_subdomains,prefijos_fuera_de_lugar,count_a_lower,count_b_lower,count_c_lower,count_d_lower,count_e_lower,count_f_lower,count_g_lower,count_h_lower,count_i_lower,count_j_lower,count_k_lower,count_l_lower,count_m_lower,count_n_lower,count_o_lower,count_p_lower,count_q_lower,count_r_lower,count_s_lower,count_t_lower,count_u_lower,count_v_lower,count_w_lower,count_x_lower,count_y_lower,count_z_lower,count_A_upper,count_B_upper,count_C_upper,count_D_upper,count_E_upper,count_F_upper,count_G_upper,count_H_upper,count_I_upper,count_J_upper,count_K_upper,count_L_upper,count_M_upper,count_N_upper,count_O_upper,count_P_upper,count_Q_upper,count_R_upper,count_S_upper,count_T_upper,count_U_upper,count_V_upper,count_W_upper,count_X_upper,count_Y_upper,count_Z_upper,0,1,2,3,4,5,6,7,8,9,count_!,count_@,count_#,count_$,count_%,count_^,count_&,count_*,count_(,count__,count_+,count_-,count_[,count_{,count_|,count_;,count_:,count_',"count_,",count_<,count_?,count_/,status
https://docs.google.com/document/d/1j2Ob6vEjVb7CQWHtOpqNQO-oc4sK0oOYYo03oP72hgA/edit?tab=t.0,1,0,0,0,0,92,15,1,0.11956521739130435,0.0,4,0,3,1,1,3,4,4,3,0,3,2,1,2,0,1,2,1,9,2,1,0,3,7,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,4,1,2,0,0,0,0,1,1,0,2,0,3,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0
